id_unidade,cod_equipamento,nome_unidade,num_unidade,data_entrada_teste,data_entrada_operacao,data_desativacao,potencia_efetiva,combustivel,id_usina
1318,RJUSSI0UG1,UG  101 MW SIMPLICIO                 1 RJ,1.0,2013-05-01,2013-06-05,,101.9,HIDRÁULICA,207
1319,RJUSAN0UG1,UG  640 MW ANGRA 1                   1 RJ,1.0,1977-07-07,1977-07-07,,640.0,NUCLEAR,208
1320,RJUSAN0UG2,UG 1350 MW ANGRA 2                   2 RJ,2.0,2000-07-21,2006-02-25,,1350.0,NUCLEAR,209
1321,RJUTBF0UG1,UG  172 MW B.FLUMINENSE              1 RJ,1.0,2014-01-04,2014-03-01,,172.0,GÁS,210
1322,RJUTBF0UG2,UG  172 MW B.FLUMINENSE              2 RJ,2.0,2014-01-16,2014-03-01,,172.0,GÁS,210
1323,RJUTBF0UG3,UG  186 MW B.FLUMINENSE              3 RJ,3.0,2014-10-08,2015-01-09,,186.0,GÁS,210
1324,RJUSCP0UG1,UG   13 MW USI CAMPOS                1 RJ,1.0,1977-07-07,1977-07-07,,13.0,GÁS,211
1325,RJUSCP0UG3,UG   16 MW USI CAMPOS                3 RJ,3.0,2003-03-01,2003-03-01,2003-03-01,16.0,ÓLEO COMBUSTÍVEL,211
1326,RJUSCP0UG2,UG   12 MW USI CAMPOS                2 RJ,2.0,1977-07-07,1977-07-07,,12.0,GÁS,211
1327,RJCSA-0UG3,UG  310 MW DO ATLANTICO              3 RJ,3.0,2010-10-06,2011-01-01,,310.0,RESÍDUOS INDUSTRIAIS,213
1328,RJCSA-0UG1,UG   90 MW DO ATLANTICO              1 RJ,1.0,2010-04-20,2011-01-01,,90.0,RESÍDUOS INDUSTRIAIS,213
1329,RJCSA-0UG2,UG   90 MW DO ATLANTICO              2 RJ,2.0,2010-06-06,2011-01-01,,90.0,RESÍDUOS INDUSTRIAIS,213
1330,RJNVT-01MKA,UG  290 MW UTE GNA I                11 RJ,11.0,2021-01-30,2021-09-16,,290.7,GÁS,214
1331,RJNVT-0UG10,UG  466 MW UTE GNA I                10 RJ,10.0,2021-01-30,2021-09-16,,466.2,RESÍDUO CICLO COMBINADO,214
1332,RJNVT-0UG13,UG  290 MW UTE GNA I                13 RJ,13.0,2021-01-30,2021-09-16,,290.7,GÁS,214
1333,RJNVT-0UG12,UG  290 MW UTE GNA I                12 RJ,12.0,2021-01-30,2021-09-16,,290.7,GÁS,214
1334,RJKR130UG5,UG 20P6 MW KARKEY 13                 5 RJ,5.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1335,RJKR130UG6,UG 20P6 MW KARKEY 13                 6 RJ,6.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1336,RJKR130UG7,UG 20P6 MW KARKEY 13                 7 RJ,7.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1337,RJKR130UG8,UG 20P6 MW KARKEY 13                 8 RJ,8.0,2022-09-07,2022-12-16,,20.65,GÁS,215
1338,RJKR130UG9,UG 20P6 MW KARKEY 13                 9 RJ,9.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1339,RJKR130UG2,UG 20P6 MW KARKEY 13                 2 RJ,2.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1340,RJKR130UG10,UG 20P6 MW KARKEY 13                10 RJ,10.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1341,RJKR130UG3,UG 20P6 MW KARKEY 13                 3 RJ,3.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1342,RJKR130UG4,UG 20P6 MW KARKEY 13                 4 RJ,4.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1343,RJKR130ST1,UG 10P8 MW KARKEY 13               ST1 RJ,,2022-09-07,2022-12-31,,10.84,GÁS,215
1344,RJKR130UG1,UG 20P6 MW KARKEY 13                 1 RJ,1.0,2022-09-07,2022-10-04,,20.65,GÁS,215
1345,RJKR130UG11,UG 20P6 MW KARKEY 13                11 RJ,11.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1346,RJKR130UG12,UG 20P6 MW KARKEY 13                12 RJ,12.0,2022-09-07,2022-12-13,,20.65,GÁS,215
1347,RJKR190ST1,UG    6 MW KARKEY 19               ST1 RJ,,2022-09-10,2022-09-30,,6.0,GÁS,216
1348,RJKR190UG1,UG 18P3 MW KARKEY 19                 1 RJ,1.0,2022-09-10,2022-09-30,,18.32,GÁS,216
1349,RJKR190UG2,UG 18P3 MW KARKEY 19                 2 RJ,2.0,2022-09-10,2022-09-30,,18.32,GÁS,216
1350,RJKR190UG3,UG 18P3 MW KARKEY 19                 3 RJ,3.0,2022-09-10,2022-09-30,,18.32,GÁS,216
1351,RJKR190UG4,UG 18P3 MW KARKEY 19                 4 RJ,4.0,2022-09-10,2022-09-30,,18.32,GÁS,216
1352,RJKR190UG5,UG 18P3 MW KARKEY 19                 5 RJ,5.0,2022-09-10,2022-09-30,,18.32,GÁS,216
1353,RJKR190UG6,UG 18P3 MW KARKEY 19                 6 RJ,6.0,2022-09-10,2022-09-30,,18.32,GÁS,216
1354,RJMAE-0GTE,UG  565 MW UTE MARLIM AZUL          01 RJ,1.0,2023-04-15,2023-12-02,,565.5,GÁS,217
1355,RJUTNF0UG1,UG  177 MW NO.FLUMINENSE             1 RJ,1.0,2004-02-09,2004-03-06,,177.7,GÁS,218
1356,RJUTNF0UG2,UG  178 MW NO.FLUMINENSE             2 RJ,2.0,2004-02-09,2004-03-06,,178.25,GÁS,218
1357,RJUTNF0UG3,UG  179 MW NO.FLUMINENSE             3 RJ,3.0,2004-02-19,2004-04-01,,179.84,GÁS,218
1358,RJUTNF0UG4,UG  290 MW NO.FLUMINENSE             4 RJ,4.0,2004-10-21,2004-12-09,,290.99,RESÍDUO CICLO COMBINADO,218
1359,RJPSD10UG1,UG 19P3 MW PORSUD I                  1 RJ,1.0,2022-09-10,2022-09-30,,19.32,GÁS,219
1360,RJPSD10UG2,UG 19P3 MW PORSUD I                  2 RJ,2.0,2022-09-10,2022-09-30,,19.32,GÁS,219
1361,RJPSD10UG3,UG 19P3 MW PORSUD I                  3 RJ,3.0,2022-09-10,2022-09-30,,19.32,GÁS,219
1362,RJPSD10UG4,UG 19P3 MW PORSUD I                  4 RJ,4.0,2022-09-10,2022-09-30,,19.32,GÁS,219
1363,RJPSD10UG5,UG 19P3 MW PORSUD I                  5 RJ,5.0,2022-09-10,2022-09-30,,19.32,GÁS,219
1364,RJPSD10UG6,UG 19P3 MW PORSUD I                  6 RJ,6.0,2022-09-10,2022-09-30,,19.32,GÁS,219
1365,RJPSD20ST1,UG 4P52 MW PORSUD II               ST1 RJ,,2023-01-14,2023-02-28,,4.52,GÁS,220
1366,RJPSD20UG1,UG 18P4 MW PORSUD II                 1 RJ,1.0,2022-09-17,2022-12-13,,18.45,GÁS,220
1367,RJPSD20UG2,UG 18P4 MW PORSUD II                 2 RJ,2.0,2022-09-17,2022-12-13,,18.45,GÁS,220
1368,RJPSD20UG4,UG 18P4 MW PORSUD II                 4 RJ,4.0,2022-09-17,2022-12-13,,18.45,GÁS,220
1369,RJPSD20UG3,UG 18P4 MW PORSUD II                 3 RJ,3.0,2022-09-17,2022-10-25,,18.45,GÁS,220
1370,RJUSSC0UG21,UG  175 MW SANTA CRUZ               21 RJ,21.0,2004-09-23,2004-09-24,,175.0,GÁS,221
1371,RJUSSC0UG2,UG   75 MW SANTA CRUZ                2 RJ,2.0,1968-01-01,1968-01-01,,75.0,ÓLEO COMBUSTÍVEL,221
1372,RJUSSC0UG4,UG  218 MW SANTA CRUZ                4 RJ,4.0,1973-03-01,1973-03-01,,218.0,ÓLEO COMBUSTÍVEL,221
1373,RJUSSC0UG1,UG   75 MW SANTA CRUZ                1 RJ,1.0,1967-03-01,1967-03-01,,75.0,ÓLEO COMBUSTÍVEL,221
1374,RJUSSC0UG31,UG  150 MW SANTA CRUZ               31 RJ,31.0,2022-12-08,2023-02-24,,150.0,RESÍDUO CICLO COMBINADO,221
1375,RJUSSC0UG11,UG  175 MW SANTA CRUZ               11 RJ,11.0,2004-09-02,2004-12-31,,175.0,GÁS,221
1376,RJUSSC0UG3,UG  218 MW SANTA CRUZ                3 RJ,3.0,1973-01-01,1973-01-01,,218.0,ÓLEO COMBUSTÍVEL,221
1377,RJUTEB0UG1,UG   45 MW SEROPEDICA                1 RJ,1.0,2001-09-26,2001-10-27,,45.0,GÁS,222
1378,RJUTEB0UG2,UG   45 MW SEROPEDICA                2 RJ,2.0,2001-10-03,2001-10-27,,45.0,GÁS,222
1379,RJUTEB0UG3,UG   45 MW SEROPEDICA                3 RJ,3.0,2001-09-30,2001-10-27,,45.0,GÁS,222
1380,RJUTEB0UG4,UG   45 MW SEROPEDICA                4 RJ,4.0,2001-10-03,2001-10-27,,45.0,GÁS,222
1381,RJUTEB0UG5,UG   45 MW SEROPEDICA                5 RJ,5.0,2001-10-19,2001-11-17,,45.0,GÁS,222
1382,RJUTEB0UG6,UG   45 MW SEROPEDICA                6 RJ,6.0,2001-10-22,2001-11-17,,45.0,GÁS,222
1383,RJUTEB0UG7,UG   45 MW SEROPEDICA                7 RJ,7.0,2001-10-22,2001-11-17,,45.0,GÁS,222
1384,RJUTEB0UG8,UG   45 MW SEROPEDICA                8 RJ,8.0,2001-12-01,2001-12-15,,45.0,GÁS,222
1385,RJUTME0UG9,UG 46P0 MW UT TERMOMACAE             9 RJ,9.0,2002-02-19,2002-02-28,,46.012,GÁS,223
1386,RJUTME0UG5,UG 45P3 MW UT TERMOMACAE             5 RJ,5.0,2001-12-09,2001-12-19,,45.354,GÁS,223
1387,RJUTME0UG6,UG 46P6 MW UT TERMOMACAE             6 RJ,6.0,2001-12-13,2002-01-03,,46.63,GÁS,223
1388,RJUTME0UG11,UG 47P1 MW UT TERMOMACAE            11 RJ,11.0,2002-02-01,2002-03-29,,47.199,GÁS,223
1389,RJUTME0UG12,UG 44P8 MW UT TERMOMACAE            12 RJ,12.0,2002-02-11,2002-02-15,,44.862,GÁS,223
1390,RJUTME0UG1,UG 47P2 MW UT TERMOMACAE             1 RJ,1.0,2001-11-27,2001-12-19,,47.207,GÁS,223
1391,RJUTME0UG2,UG 46P0 MW UT TERMOMACAE             2 RJ,2.0,2001-11-28,2001-12-19,,46.016,GÁS,223
1392,RJUTME0UG8,UG 46P3 MW UT TERMOMACAE             8 RJ,8.0,2001-12-18,2001-12-22,,46.323,GÁS,223
1393,RJUTME0UG10,UG 43P8 MW UT TERMOMACAE            10 RJ,10.0,2002-02-19,2002-02-22,,43.864,GÁS,223
1394,RJUTME0UG3,UG 46P3 MW UT TERMOMACAE             3 RJ,3.0,2001-12-02,2001-12-19,,46.396,GÁS,223
1395,RJUTME0UG20,UG 48P1 MW UT TERMOMACAE            20 RJ,20.0,2002-07-26,2002-08-07,,48.14,GÁS,223
1396,RJUTME0UG17,UG 45P9 MW UT TERMOMACAE            17 RJ,17.0,2002-06-18,2002-07-16,,45.907,GÁS,223
1397,RJUTME0UG18,UG 43P1 MW UT TERMOMACAE            18 RJ,18.0,2002-06-19,2002-07-16,,43.104,GÁS,223
1398,RJUTME0UG19,UG 48P3 MW UT TERMOMACAE            19 RJ,19.0,2002-06-26,2002-07-16,,48.351,GÁS,223
1399,RJUTME0UG14,UG 44P2 MW UT TERMOMACAE            14 RJ,14.0,2002-02-02,2002-02-15,,44.247,GÁS,223
1400,RJUTME0UG15,UG 48P2 MW UT TERMOMACAE            15 RJ,15.0,2002-01-29,2002-03-14,,48.271,GÁS,223
1401,RJUTME0UG16,UG 43P9 MW UT TERMOMACAE            16 RJ,16.0,2002-01-29,2002-02-15,,43.931,GÁS,223
1402,RJUTME0UG13,UG 48P3 MW UT TERMOMACAE            13 RJ,13.0,2002-02-03,2002-02-15,,48.376,GÁS,223
1403,RJUTME0UG7,UG 46P3 MW UT TERMOMACAE             7 RJ,7.0,2001-12-17,2001-12-22,,46.331,GÁS,223
1404,RJUTME0UG4,UG 46P0 MW UT TERMOMACAE             4 RJ,4.0,2001-12-02,2001-12-19,,46.094,GÁS,223
1405,RJUTTR0UG1,UG  104 MW TERMORIO                 11 RJ,11.0,2004-06-30,2005-03-04,,104.7,GÁS,224
1406,RJUTTR0UG12,UG  104 MW TERMORIO                 12 RJ,12.0,2004-07-07,2005-03-04,,104.7,GÁS,224
1407,RJUTTR0UG18,UG  145 MW TERMORIO                 18 RJ,18.0,2004-10-15,2005-03-04,,145.0,RESÍDUO CICLO COMBINADO,224
1408,RJUTTR0UG21,UG  104 MW TERMORIO                 21 RJ,21.0,2004-09-02,2004-11-05,,104.7,GÁS,224
1409,RJUTTR0UG22,UG  104 MW TERMORIO                 22 RJ,22.0,2004-09-15,2004-11-26,,104.7,GÁS,224
1410,RJUTTR0UG28,UG  108 MW TERMORIO                 28 RJ,28.0,2005-02-13,2006-01-13,,108.0,RESÍDUO CICLO COMBINADO,224
1411,RJUTTR0UG31,UG  104 MW TERMORIO                 31 RJ,31.0,2004-11-14,2007-07-19,,104.7,GÁS,224
1412,RJUTTR0UG32,UG  104 MW TERMORIO                 32 RJ,32.0,2004-12-07,2007-07-19,,104.7,GÁS,224
1413,RJUTTR0UG38,UG  108 MW TERMORIO                 38 RJ,38.0,2005-05-08,2007-07-19,,108.0,RESÍDUO CICLO COMBINADO,224
1414,ROUHJI0UG32,UG   75 MW UHE JIRAU                32 RO,32.0,2014-06-21,2014-07-10,,75.0,HIDRÁULICA,225
1415,ROUHJI0UG33,UG   75 MW UHE JIRAU                33 RO,33.0,2014-09-18,2014-10-23,,75.0,HIDRÁULICA,225
1416,ROUHJI0UG34,UG   75 MW UHE JIRAU                34 RO,34.0,2014-10-24,2014-11-06,,75.0,HIDRÁULICA,225
1417,ROUHJI0UG35,UG   75 MW UHE JIRAU                35 RO,35.0,2014-11-08,2014-12-18,,75.0,HIDRÁULICA,225
1418,ROUHJI0UG36,UG   75 MW UHE JIRAU                36 RO,36.0,2014-11-08,2014-12-06,,75.0,HIDRÁULICA,225
1419,ROUHJI0UG8,UG   75 MW UHE JIRAU                 8 RO,8.0,2014-09-18,2014-10-30,,75.0,HIDRÁULICA,225
1420,ROUHJI0UG9,UG   75 MW UHE JIRAU                 9 RO,9.0,2014-12-18,2015-01-08,,75.0,HIDRÁULICA,225
1421,ROUHJI0UG37,UG   75 MW UHE JIRAU                37 RO,37.0,2014-09-13,2014-11-25,,75.0,HIDRÁULICA,225
1422,ROUHJI0UG38,UG   75 MW UHE JIRAU                38 RO,38.0,2014-08-21,2014-09-04,,75.0,HIDRÁULICA,225
1423,ROUHJI0UG39,UG   75 MW UHE JIRAU                39 RO,39.0,2014-02-21,2014-03-08,,75.0,HIDRÁULICA,225
1424,ROUHJI0UG40,UG   75 MW UHE JIRAU                40 RO,40.0,2013-12-21,2014-02-12,,75.0,HIDRÁULICA,225
1425,ROUHJI0UG5,UG   75 MW UHE JIRAU                 5 RO,5.0,2014-07-10,2014-07-29,,75.0,HIDRÁULICA,225
1426,ROUHJI0UG6,UG   75 MW UHE JIRAU                 6 RO,6.0,2014-08-21,2014-10-09,,75.0,HIDRÁULICA,225
1427,ROUHJI0UG7,UG   75 MW UHE JIRAU                 7 RO,7.0,2014-08-21,2014-09-18,,75.0,HIDRÁULICA,225
1428,ROUHJI0UG22,UG   75 MW UHE JIRAU                22 RO,22.0,2015-06-17,2015-07-31,,75.0,HIDRÁULICA,225
1429,ROUHJI0UG20,UG   75 MW UHE JIRAU                19 RO,19.0,2015-12-04,2016-01-06,,75.0,HIDRÁULICA,225
1430,ROUHJI0UG21,UG   75 MW UHE JIRAU                21 RO,21.0,2015-07-24,2015-09-04,,75.0,HIDRÁULICA,225
1431,ROUHJI0UG23,UG   75 MW UHE JIRAU                23 RO,23.0,2015-05-22,2015-06-25,,75.0,HIDRÁULICA,225
1432,ROUHJI0UG24,UG   75 MW UHE JIRAU                24 RO,24.0,2015-05-12,2015-06-11,,75.0,HIDRÁULICA,225
1433,ROUHJI0UG25,UG   75 MW UHE JIRAU                25 RO,25.0,2015-05-22,2015-06-17,,75.0,HIDRÁULICA,225
1434,ROUHJI0UG26,UG   75 MW UHE JIRAU                26 RO,26.0,2015-04-07,2015-05-21,,75.0,HIDRÁULICA,225
1435,ROUHJI0UG27,UG   75 MW UHE JIRAU                27 RO,27.0,2015-03-19,2015-05-08,,75.0,HIDRÁULICA,225
1436,ROUHJI0UG28,UG   75 MW UHE JIRAU                28 RO,28.0,2015-01-30,2015-03-04,,75.0,HIDRÁULICA,225
1437,ROUHJI0UG29,UG   75 MW UHE JIRAU                20 RO,20.0,2015-11-13,2015-12-11,,75.0,HIDRÁULICA,225
1438,ROUHJI0UG30,UG   75 MW UHE JIRAU                30 RO,30.0,2013-12-05,2014-02-19,,75.0,HIDRÁULICA,225
1439,ROUHJI0UG31,UG   75 MW UHE JIRAU                31 RO,31.0,2014-03-26,2014-04-24,,75.0,HIDRÁULICA,225
1440,ROUHJI0UG19,UG   75 MW UHE JIRAU                18 RO,18.0,2015-12-16,2016-01-06,,75.0,HIDRÁULICA,225
1441,ROUHJI0UG11,UG   75 MW UHE JIRAU                 1 RO,1.0,2013-12-11,2014-02-22,,75.0,HIDRÁULICA,225
1442,ROUHJI0UG12,UG   75 MW UHE JIRAU                11 RO,11.0,2014-11-08,2015-10-21,,75.0,HIDRÁULICA,225
1443,ROUHJI0UG13,UG   75 MW UHE JIRAU                12 RO,12.0,2015-01-30,2015-03-04,,75.0,HIDRÁULICA,225
1444,ROUHJI0UG14,UG   75 MW UHE JIRAU                13 RO,13.0,2015-01-30,2015-03-04,,75.0,HIDRÁULICA,225
1445,ROUHJI0UG15,UG   75 MW UHE JIRAU                14 RO,14.0,2014-12-18,2015-02-06,,75.0,HIDRÁULICA,225
1446,ROUHJI0UG16,UG   75 MW UHE JIRAU                15 RO,15.0,2015-04-07,2015-04-28,,75.0,HIDRÁULICA,225
1447,ROUHJI0UG17,UG   75 MW UHE JIRAU                16 RO,16.0,2015-08-15,2015-10-01,,75.0,HIDRÁULICA,225
1448,ROUHJI0UG18,UG   75 MW UHE JIRAU                17 RO,17.0,2015-12-16,2016-01-06,,75.0,HIDRÁULICA,225
1449,ROUHJI0G2,UG   75 MW UHE JIRAU                 2 RO,2.0,2013-12-24,2014-03-08,,75.0,HIDRÁULICA,225
1450,ROUHJI0G3,UG   75 MW UHE JIRAU                 3 RO,3.0,2014-02-21,2014-04-26,,75.0,HIDRÁULICA,225
1451,ROUHJI0G4,UG   75 MW UHE JIRAU                 4 RO,4.0,2014-05-21,2014-06-03,,75.0,HIDRÁULICA,225
1452,ROUHJI0UG1,UG   75 MW UHE JIRAU                29 RO,29.0,2013-08-09,2013-09-06,,75.0,HIDRÁULICA,225
1453,ROUHJI0UG10,UG   75 MW UHE JIRAU                10 RO,10.0,2014-12-18,2015-02-03,,75.0,HIDRÁULICA,225
1454,ROUHJI0UG46,UG   75 MW UHE JIRAU                46 RO,46.0,2016-09-06,2016-11-23,,75.0,HIDRÁULICA,225
1455,ROUHJI0UG47,UG   75 MW UHE JIRAU                47 RO,47.0,2016-11-01,2016-11-23,,75.0,HIDRÁULICA,225
1456,ROUHJI0UG45,UG   75 MW UHE JIRAU                45 RO,45.0,2016-07-29,2016-09-16,,75.0,HIDRÁULICA,225
1457,ROUHJI0UG41,UG   75 MW UHE JIRAU                41 RO,41.0,2015-12-17,2016-01-16,,75.0,HIDRÁULICA,225
1458,ROUHJI0UG42,UG   75 MW UHE JIRAU                42 RO,42.0,2016-02-06,2016-03-31,,75.0,HIDRÁULICA,225
1459,ROUHJI0UG49,UG   75 MW UHE JIRAU                49 RO,49.0,2016-10-14,2016-11-23,,75.0,HIDRÁULICA,225
1460,ROUHJI0UG44,UG   75 MW UHE JIRAU                44 RO,44.0,2016-07-29,2016-09-09,,75.0,HIDRÁULICA,225
1461,ROUHJI0UG43,UG   75 MW UHE JIRAU                43 RO,43.0,2016-06-03,2016-08-20,,75.0,HIDRÁULICA,225
1462,ROUHJI0UG48,UG   75 MW UHE JIRAU                48 RO,48.0,2016-11-01,2016-11-23,,75.0,HIDRÁULICA,225
1463,ROUHJI0UG50,UG   75 MW UHE JIRAU                50 RO,50.0,2016-09-16,2016-11-15,,75.0,HIDRÁULICA,225
1464,ROUHRD0UG1,UG 24P5 MW UHE RONDON II             1 RO,1.0,2011-03-02,2011-03-31,,24.5,HIDRÁULICA,368
1465,ROUHRD0UG2,UG 24P5 MW UHE RONDON II             2 RO,2.0,2011-04-27,2011-05-27,,24.5,HIDRÁULICA,368
1466,ROUHRD0UG3,UG 24P5 MW UHE RONDON II             3 RO,3.0,2011-08-17,2011-09-07,,24.5,HIDRÁULICA,368
1467,ROSU--0UG05,UG 43P3 MW UHE SAMUEL               05 RO,5.0,1990-12-31,1990-12-31,,43.35,HIDRÁULICA,227
1468,ROSU--0UG01,UG 43P3 MW UHE SAMUEL               01 RO,1.0,1990-12-31,1990-12-31,,43.35,HIDRÁULICA,227
1469,ROSU--0UG02,UG 43P3 MW UHE SAMUEL               02 RO,2.0,1990-12-31,1990-12-31,,43.35,HIDRÁULICA,227
1470,ROSU--0UG03,UG 43P3 MW UHE SAMUEL               03 RO,3.0,1990-12-31,1990-12-31,,43.35,HIDRÁULICA,227
1471,ROSU--0UG04,UG 43P3 MW UHE SAMUEL               04 RO,4.0,1990-12-31,1990-12-31,,43.35,HIDRÁULICA,227
1472,ROUHSN0UG25,UG 73P2 MW SANTO ANTONIO            25 RO,25.0,2014-03-14,2014-03-27,,73.29,HIDRÁULICA,1911
1473,ROUHSN0UG26,UG 73P2 MW SANTO ANTONIO            26 RO,26.0,2014-03-14,2014-03-27,,73.29,HIDRÁULICA,1911
1474,ROUHSN0UG27,UG 73P2 MW SANTO ANTONIO            27 RO,27.0,2014-06-04,2014-07-05,,73.29,HIDRÁULICA,1911
1475,ROUHSN0UG23,UG 73P2 MW SANTO ANTONIO            23 RO,23.0,2013-12-04,2014-01-09,,73.29,HIDRÁULICA,1911
1476,ROUHSN0UG24,UG 73P2 MW SANTO ANTONIO            24 RO,24.0,2014-01-14,2014-02-22,,73.29,HIDRÁULICA,1911
1477,ROUHSN0UG18,UG 73P2 MW SANTO ANTONIO            18 RO,18.0,2013-08-16,2014-04-08,,73.29,HIDRÁULICA,1911
1478,ROUHSN0UG19,UG 73P2 MW SANTO ANTONIO            19 RO,19.0,2014-04-01,2014-04-08,,73.29,HIDRÁULICA,1911
1479,ROUHSN0UG22,UG 69P5 MW SANTO ANTONIO            22 RO,22.0,2013-11-05,2014-02-22,,69.59,HIDRÁULICA,1911
1480,ROUHSN0UG37,UG 73P2 MW SANTO ANTONIO            37 RO,37.0,2015-11-27,2016-01-28,,73.29,HIDRÁULICA,1911
1481,ROUHSN0UG34,UG 69P5 MW SANTO ANTONIO            34 RO,34.0,2015-09-26,2015-10-29,,69.59,HIDRÁULICA,1911
1482,ROUHSN0UG35,UG 69P5 MW SANTO ANTONIO            35 RO,35.0,2015-10-14,2016-01-28,,69.59,HIDRÁULICA,1911
1483,ROUHSN0UG36,UG 69P5 MW SANTO ANTONIO            36 RO,36.0,2016-03-24,2016-06-01,,69.59,HIDRÁULICA,1911
1484,ROUHSN0UG32,UG 69P5 MW SANTO ANTONIO            32 RO,32.0,2014-07-31,2014-09-05,,69.59,HIDRÁULICA,1911
1485,ROUHSN0UG33,UG 69P5 MW SANTO ANTONIO            33 RO,33.0,2015-11-11,2015-11-27,,69.59,HIDRÁULICA,1911
1486,ROUHSN0UG30,UG 73P2 MW SANTO ANTONIO            30 RO,30.0,2014-07-04,2014-08-21,,73.29,HIDRÁULICA,1911
1487,ROUHSN0UG31,UG 69P5 MW SANTO ANTONIO            31 RO,31.0,2014-07-05,2014-08-16,,69.59,HIDRÁULICA,1911
1488,ROUHSN0UG28,UG 73P2 MW SANTO ANTONIO            28 RO,28.0,2014-05-30,2014-08-20,,73.29,HIDRÁULICA,1911
1489,ROUHSN0UG29,UG 73P2 MW SANTO ANTONIO            29 RO,29.0,2014-07-04,2014-08-07,,73.29,HIDRÁULICA,1911
1490,ROUHSN0UG40,UG 73P2 MW SANTO ANTONIO            40 RO,40.0,2015-12-11,2016-02-27,,73.29,HIDRÁULICA,1911
1491,ROUHSN0UG38,UG 73P2 MW SANTO ANTONIO            38 RO,38.0,2015-11-27,2015-12-25,,73.29,HIDRÁULICA,1911
1492,ROUHSN0UG39,UG 73P2 MW SANTO ANTONIO            39 RO,39.0,2016-01-01,2016-04-01,,73.29,HIDRÁULICA,1911
1493,ROUHSN0UG20,UG 73P2 MW SANTO ANTONIO            20 RO,20.0,2014-04-01,2014-04-08,,73.29,HIDRÁULICA,1911
1494,ROUHSN0UG21,UG 69P5 MW SANTO ANTONIO            21 RO,21.0,2014-01-14,2014-02-22,,69.59,HIDRÁULICA,1911
1495,ROUHSN0UG16,UG 73P2 MW SANTO ANTONIO            16 RO,16.0,2013-06-11,2014-03-25,,73.29,HIDRÁULICA,1911
1496,ROUHSN0UG17,UG 73P2 MW SANTO ANTONIO            17 RO,17.0,2013-07-11,2013-08-03,,73.29,HIDRÁULICA,1911
1497,ROUHSN0UG14,UG 73P2 MW SANTO ANTONIO            14 RO,14.0,2013-05-04,2013-06-28,,73.29,HIDRÁULICA,1911
1498,ROUHSN0UG15,UG 73P2 MW SANTO ANTONIO            15 RO,15.0,2013-06-05,2013-08-19,,73.29,HIDRÁULICA,1911
1499,ROUSSN0UG01,UG 69P5 MW SANTO ANTONIO            01 RO,1.0,2011-12-03,2012-03-30,,69.59,HIDRÁULICA,1911
1500,ROUSSN0UG02,UG 69P5 MW SANTO ANTONIO            02 RO,2.0,2012-02-07,2012-05-15,,69.59,HIDRÁULICA,1911
1501,ROUSSN0UG03,UG 69P5 MW SANTO ANTONIO            03 RO,3.0,2012-02-16,2012-07-03,,69.59,HIDRÁULICA,1911
1502,ROUSSN0UG04,UG 69P5 MW SANTO ANTONIO            04 RO,4.0,2012-02-16,2012-03-30,,69.59,HIDRÁULICA,1911
1503,ROUSSN0UG05,UG 69P5 MW SANTO ANTONIO            05 RO,5.0,2012-08-08,2012-09-22,,69.59,HIDRÁULICA,1911
1504,ROUSSN0UG06,UG 69P5 MW SANTO ANTONIO            06 RO,6.0,2012-09-07,2012-10-15,,69.59,HIDRÁULICA,1911
1505,ROUSSN0UG07,UG 69P5 MW SANTO ANTONIO            07 RO,7.0,2012-11-08,2012-11-27,,69.59,HIDRÁULICA,1911
1506,ROUSSN0UG08,UG 69P5 MW SANTO ANTONIO            08 RO,8.0,2012-11-08,2012-12-18,,69.59,HIDRÁULICA,1911
1507,ROUHSN0UG09,UG 69P5 MW SANTO ANTONIO            09 RO,9.0,2012-12-18,2012-12-28,,69.59,HIDRÁULICA,1911
1508,ROUHSN0UG12,UG 69P5 MW SANTO ANTONIO            12 RO,12.0,2013-03-16,2013-04-10,,69.59,HIDRÁULICA,1911
1509,ROUHSN0UG13,UG 73P2 MW SANTO ANTONIO            13 RO,13.0,2013-03-29,2013-06-05,,73.29,HIDRÁULICA,1911
1510,ROUHSN0UG10,UG 69P5 MW SANTO ANTONIO            10 RO,10.0,2013-01-16,2013-03-12,,69.59,HIDRÁULICA,1911
1511,ROUHSN0UG11,UG 69P5 MW SANTO ANTONIO            11 RO,11.0,2012-12-27,2013-01-18,,69.59,HIDRÁULICA,1911
1512,ROUHSN0UG46,UG 69P5 MW SANTO ANTONIO            47 RO,47.0,2016-06-13,2017-01-03,,69.59,HIDRÁULICA,1911
1513,ROUHSN0UG47,UG 69P5 MW SANTO ANTONIO            46 RO,46.0,2016-09-01,2017-01-03,,69.59,HIDRÁULICA,1911
1514,ROUHSN0UG41,UG 73P2 MW SANTO ANTONIO            41 RO,41.0,2016-03-19,2016-04-14,,73.29,HIDRÁULICA,1911
