id_usina,nome_usina,ceg,tipo_usina,modalidade_operacao,agente_proprietario,estado_nome,cod_estado,subsistema_nome,cod_subsistema,cod_pais
1013,BELMONTE 2-2,UFV.RS.PE.040736-4.01,FOTOVOLTAICA,TIPO II-C,BELMONTE 2 5,PERNAMBUCO,PE,NORDESTE,NE,BRA
1014,BELMONTE 2-3,UFV.RS.PE.040737-2.01,FOTOVOLTAICA,TIPO II-C,BELMONTE 2 5,PERNAMBUCO,PE,NORDESTE,NE,BRA
1015,BELMONTE 2-4,UFV.RS.PE.040738-0.01,FOTOVOLTAICA,TIPO II-C,BELMONTE 2 5,PERNAMBUCO,PE,NORDESTE,NE,BRA
1016,BELMONTE 2-5,UFV.RS.PE.040739-9.01,FOTOVOLTAICA,TIPO II-C,BELMONTE 2 5,PERNAMBUCO,PE,NORDESTE,NE,BRA
1017,BELMONTE 2-6,UFV.RS.PE.043267-9.01,FOTOVOLTAICA,TIPO II-C,BELMONTE 2 5,PERNAMBUCO,PE,NORDESTE,NE,BRA
1018,BOM NOME 1-5,UFV.RS.PE.042927-9.01,FOTOVOLTAICA,TIPO II-C,BON NOME,PERNAMBUCO,PE,NORDESTE,NE,BRA
1019,BOM NOME 1-6,UFV.RS.PE.042928-7.01,FOTOVOLTAICA,TIPO II-C,BON NOME,PERNAMBUCO,PE,NORDESTE,NE,BRA
1020,BRÍGIDA,UFV.RS.PE.034169-0.01,FOTOVOLTAICA,TIPO II-C,BRIGIDA,PERNAMBUCO,PE,NORDESTE,NE,BRA
1021,BRIGIDA 2,UFV.RS.PE.034234-3.01,FOTOVOLTAICA,TIPO II-C,BRIGIDA 2,PERNAMBUCO,PE,NORDESTE,NE,BRA
1022,CIRANDA 1,UFV.RS.PE.037465-2.01,FOTOVOLTAICA,TIPO II-C,CIRANDA 1,PERNAMBUCO,PE,NORDESTE,NE,BRA
1023,CIRANDA 2,UFV.RS.PE.037466-0.01,FOTOVOLTAICA,TIPO II-C,CIRANDA 2,PERNAMBUCO,PE,NORDESTE,NE,BRA
1024,CIRANDA 3,UFV.RS.PE.037516-0.01,FOTOVOLTAICA,TIPO II-C,CIRANDA 3,PERNAMBUCO,PE,NORDESTE,NE,BRA
1025,FONTES SOLAR I,UFV.RS.PE.032372-1.01,FOTOVOLTAICA,TIPO II-C,ENEL SOLUCOES,PERNAMBUCO,PE,NORDESTE,NE,BRA
1026,FONTES SOLAR II,UFV.RS.PE.032373-0.01,FOTOVOLTAICA,TIPO II-C,ENEL SOLUCOES,PERNAMBUCO,PE,NORDESTE,NE,BRA
1027,SÃO PEDRO E PAULO I,UFV.RS.PE.031870-1.01,FOTOVOLTAICA,TIPO II-C,SPEPI,PERNAMBUCO,PE,NORDESTE,NE,BRA
1028,SÃO PEDRO E PAULO V,UFV.RS.PE.034186-0.01,FOTOVOLTAICA,TIPO II-C,SPEPI,PERNAMBUCO,PE,NORDESTE,NE,BRA
1029,SÃO PEDRO E PAULO VI,UFV.RS.PE.034188-6.01,FOTOVOLTAICA,TIPO II-C,SPEPVI,PERNAMBUCO,PE,NORDESTE,NE,BRA
1030,SÃO PEDRO E PAULO VIII,UFV.RS.PE.046834-7.01,FOTOVOLTAICA,TIPO II-C,SPEPVIII,PERNAMBUCO,PE,NORDESTE,NE,BRA
1031,XAXADO 1,UFV.RS.PE.034405-2.01,FOTOVOLTAICA,TIPO II-C,CIRANDA 4,PERNAMBUCO,PE,NORDESTE,NE,BRA
1032,XAXADO 2,UFV.RS.PE.034406-0.01,FOTOVOLTAICA,TIPO II-C,CIRANDA 5,PERNAMBUCO,PE,NORDESTE,NE,BRA
1033,XAXADO 3,UFV.RS.PE.034407-9.01,FOTOVOLTAICA,TIPO II-C,CIRANDA 6,PERNAMBUCO,PE,NORDESTE,NE,BRA
1034,AURA LAGOA DO BARRO 01,EOL.CV.PI.033621-1.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO I,PIAUI,PI,NORDESTE,NE,BRA
1035,AURA LAGOA DO BARRO 02,EOL.CV.PI.033622-0.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO II,PIAUI,PI,NORDESTE,NE,BRA
1036,AURA LAGOA DO BARRO 03,EOL.CV.PI.033619-0.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO III,PIAUI,PI,NORDESTE,NE,BRA
1037,AURA LAGOA DO BARRO 04,EOL.CV.PI.033620-3.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO IV,PIAUI,PI,NORDESTE,NE,BRA
1038,AURA LAGOA DO BARRO 05,EOL.CV.PI.033623-8.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO V,PIAUI,PI,NORDESTE,NE,BRA
1039,AURA LAGOA DO BARRO 06,EOL.CV.PI.033624-6.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO VI,PIAUI,PI,NORDESTE,NE,BRA
1040,AURA LAGOA DO BARRO 07,EOL.CV.PI.033618-1.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO VII,PIAUI,PI,NORDESTE,NE,BRA
1041,AURA QUEIMADA NOVA 01,EOL.CV.PI.032863-4.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO IX,PIAUI,PI,NORDESTE,NE,BRA
1042,AURA QUEIMADA NOVA 02,EOL.CV.PI.040567-1.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO X,PIAUI,PI,NORDESTE,NE,BRA
1043,AURA QUEIMADA NOVA 03,EOL.CV.PI.033625-4.01,EOLIELÉTRICA,TIPO II-C,LAGOA DO BARRO VIII,PIAUI,PI,NORDESTE,NE,BRA
1044,OITIS 1,EOL.CV.PI.044555-0.01,EOLIELÉTRICA,TIPO II-C,OITIS 1,PIAUI,PI,NORDESTE,NE,BRA
1045,OITIS 10,EOL.CV.PI.044358-1.01,EOLIELÉTRICA,TIPO II-C,OITIS 10,PIAUI,PI,NORDESTE,NE,BRA
1046,OITIS 2,EOL.CV.PI.044359-0.01,EOLIELÉTRICA,TIPO II-C,OITIS 2,PIAUI,PI,NORDESTE,NE,BRA
1047,OITIS 3,EOL.CV.PI.044362-0.01,EOLIELÉTRICA,TIPO II-C,OITIS 3,PIAUI,PI,NORDESTE,NE,BRA
1048,OITIS 4,EOL.CV.PI.044363-8.01,EOLIELÉTRICA,TIPO II-C,OITIS 4,PIAUI,PI,NORDESTE,NE,BRA
1049,OITIS 5,EOL.CV.PI.044364-6.01,EOLIELÉTRICA,TIPO II-C,OITIS 5,PIAUI,PI,NORDESTE,NE,BRA
1050,OITIS 6,EOL.CV.PI.044365-4.01,EOLIELÉTRICA,TIPO II-C,OITIS 6,PIAUI,PI,NORDESTE,NE,BRA
1051,OITIS 7,EOL.CV.PI.044366-2.01,EOLIELÉTRICA,TIPO II-C,OITIS 7,PIAUI,PI,NORDESTE,NE,BRA
1052,OITIS 8,EOL.CV.PI.044367-0.01,EOLIELÉTRICA,TIPO II-C,OITIS 8,PIAUI,PI,NORDESTE,NE,BRA
1053,OITIS 9,EOL.CV.PI.044368-9.01,EOLIELÉTRICA,TIPO II-C,OITIS 9,PIAUI,PI,NORDESTE,NE,BRA
1054,VENTOS DE SANTA ALEXANDRINA,EOL.CV.PI.048511-0.01,EOLIELÉTRICA,TIPO II-C,SANTA ALEXANDRINA,PIAUI,PI,NORDESTE,NE,BRA
1055,VENTOS DE SANTA ANGELA 01,EOL.CV.PI.033005-1.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 1,PIAUI,PI,NORDESTE,NE,BRA
1056,VENTOS DE SANTA ANGELA 02,EOL.CV.PI.033006-0.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 2,PIAUI,PI,NORDESTE,NE,BRA
1057,VENTOS DE SANTA ANGELA 03,EOL.CV.PI.033007-8.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 3,PIAUI,PI,NORDESTE,NE,BRA
1058,VENTOS DE SANTA ANGELA 04,EOL.CV.PI.033008-6.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 4,PIAUI,PI,NORDESTE,NE,BRA
1059,VENTOS DE SANTA ANGELA 05,EOL.CV.PI.033009-4.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 5,PIAUI,PI,NORDESTE,NE,BRA
1060,VENTOS DE SANTA ANGELA 06,EOL.CV.PI.033010-8.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 6,PIAUI,PI,NORDESTE,NE,BRA
1061,VENTOS DE SANTA ANGELA 07,EOL.CV.PI.033011-6.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 7,PIAUI,PI,NORDESTE,NE,BRA
1062,VENTOS DE SANTA ANGELA 08,EOL.CV.PI.033012-4.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 08,PIAUI,PI,NORDESTE,NE,BRA
1063,VENTOS DE SANTA ANGELA 09,EOL.CV.PI.033013-2.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 09,PIAUI,PI,NORDESTE,NE,BRA
1064,VENTOS DE SANTA ANGELA 10,EOL.CV.PI.033014-0.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 10,PIAUI,PI,NORDESTE,NE,BRA
1065,VENTOS DE SANTA ANGELA 11,EOL.CV.PI.033015-9.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 11,PIAUI,PI,NORDESTE,NE,BRA
1066,VENTOS DE SANTA ANGELA 12,EOL.CV.PI.033016-7.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 12,PIAUI,PI,NORDESTE,NE,BRA
1067,VENTOS DE SANTA ANGELA 13,EOL.CV.PI.033017-5.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 13,PIAUI,PI,NORDESTE,NE,BRA
1068,VENTOS DE SANTA ANGELA 14,EOL.CV.PI.033018-3.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 14,PIAUI,PI,NORDESTE,NE,BRA
1069,VENTOS DE SANTA ANGELA 15,EOL.CV.PI.033019-1.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 15,PIAUI,PI,NORDESTE,NE,BRA
1070,VENTOS DE SANTA ÂNGELA 16,EOL.CV.PI.033020-5.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 16,PIAUI,PI,NORDESTE,NE,BRA
1071,VENTOS DE SANTA ANGELA 17,EOL.CV.PI.033021-3.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 17,PIAUI,PI,NORDESTE,NE,BRA
1072,VENTOS DE SANTA ÂNGELA 18,EOL.CV.PI.033022-1.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 18,PIAUI,PI,NORDESTE,NE,BRA
1073,VENTOS DE SANTA ANGELA 19,EOL.CV.PI.033023-0.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 19,PIAUI,PI,NORDESTE,NE,BRA
1074,VENTOS DE SANTA ÂNGELA 20,EOL.CV.PI.033024-8.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 20,PIAUI,PI,NORDESTE,NE,BRA
1075,VENTOS DE SANTA ÂNGELA 21,EOL.CV.PI.033025-6.01,EOLIELÉTRICA,TIPO II-C,SANTA ANGELA 21,PIAUI,PI,NORDESTE,NE,BRA
1076,VENTOS DE SANTA ANGELINA,EOL.CV.PI.031275-4.01,EOLIELÉTRICA,TIPO II-C,EOL AMONTADA,PIAUI,PI,NORDESTE,NE,BRA
1077,VENTOS DE SANTA BÁRBARA,EOL.CV.PI.031274-6.01,EOLIELÉTRICA,TIPO II-C,EOL ARISTARCO,PIAUI,PI,NORDESTE,NE,BRA
1078,VENTOS DE SANTA EDWIGES,EOL.CV.PI.031270-3.01,EOLIELÉTRICA,TIPO II-C,EOL BRITE,PIAUI,PI,NORDESTE,NE,BRA
1079,VENTOS DE SANTA FÁTIMA,EOL.CV.PI.031273-8.01,EOLIELÉTRICA,TIPO II-C,EOL BARTOLOMEU,PIAUI,PI,NORDESTE,NE,BRA
1080,VENTOS DE SANTA JOANA I,EOL.CV.PI.031581-8.01,EOLIELÉTRICA,TIPO II-C,VENTOS DE ST JOANA I,PIAUI,PI,NORDESTE,NE,BRA
1081,VENTOS DE SANTA JOANA II,EOL.CV.PI.031361-0.01,EOLIELÉTRICA,TIPO II-C,VSJ II,PIAUI,PI,NORDESTE,NE,BRA
1082,VENTOS DE SANTA JOANA III,EOL.CV.PI.031580-0.01,EOLIELÉTRICA,TIPO II-C,VENTOS ST JOANA III,PIAUI,PI,NORDESTE,NE,BRA
1083,VENTOS DE SANTA JOANA IV,EOL.CV.PI.031520-6.01,EOLIELÉTRICA,TIPO II-C,VENTOS ST JOANA IV,PIAUI,PI,NORDESTE,NE,BRA
1084,VENTOS DE SANTA JOANA IX,EOL.CV.PI.031417-0.01,EOLIELÉTRICA,TIPO II-C,VSJIX,PIAUI,PI,NORDESTE,NE,BRA
1085,VENTOS DE SANTA JOANA V,EOL.CV.PI.031538-9.01,EOLIELÉTRICA,TIPO II-C,VENTOS ST JOANA V,PIAUI,PI,NORDESTE,NE,BRA
1086,VENTOS DE SANTA JOANA VI,EOL.CV.PI.031367-0.01,EOLIELÉTRICA,TIPO II-C,VSJ VI,PIAUI,PI,NORDESTE,NE,BRA
1087,VENTOS DE SANTA JOANA VII,EOL.CV.PI.031597-4.01,EOLIELÉTRICA,TIPO II-C,VENTOS ST JOANA VII,PIAUI,PI,NORDESTE,NE,BRA
1088,VENTOS DE SANTA JOANA VIII,EOL.CV.PI.031366-1.01,EOLIELÉTRICA,TIPO II-C,VSJ VIII,PIAUI,PI,NORDESTE,NE,BRA
1089,VENTOS DE SANTA JOANA X,EOL.CV.PI.031393-9.01,EOLIELÉTRICA,TIPO II-C,VSJX,PIAUI,PI,NORDESTE,NE,BRA
1090,VENTOS DE SANTA JOANA XI,EOL.CV.PI.031388-2.01,EOLIELÉTRICA,TIPO II-C,VSJXI,PIAUI,PI,NORDESTE,NE,BRA
1091,VENTOS DE SANTA JOANA XII,EOL.CV.PI.031414-5.01,EOLIELÉTRICA,TIPO II-C,VSJXII,PIAUI,PI,NORDESTE,NE,BRA
1092,VENTOS DE SANTA JOANA XIII,EOL.CV.PI.031394-7.01,EOLIELÉTRICA,TIPO II-C,VSJXIII,PIAUI,PI,NORDESTE,NE,BRA
1093,VENTOS DE SANTA JOANA XIV,EOL.CV.PI.031368-8.01,EOLIELÉTRICA,TIPO II-C,VSJ XIV,PIAUI,PI,NORDESTE,NE,BRA
1094,VENTOS DE SANTA JOANA XV,EOL.CV.PI.031416-1.01,EOLIELÉTRICA,TIPO II-C,VSJXV,PIAUI,PI,NORDESTE,NE,BRA
1095,VENTOS DE SANTA JOANA XVI,EOL.CV.PI.031392-0.01,EOLIELÉTRICA,TIPO II-C,VSJXVI,PIAUI,PI,NORDESTE,NE,BRA
1096,VENTOS DE SANTA REGINA,EOL.CV.PI.031276-2.01,EOLIELÉTRICA,TIPO II-C,EOL BOREAS,PIAUI,PI,NORDESTE,NE,BRA
1097,VENTOS DE SANTO ADRIANO,EOL.CV.PI.031271-1.01,EOLIELÉTRICA,TIPO II-C,EOL COLIBRI,PIAUI,PI,NORDESTE,NE,BRA
1098,VENTOS DE SANTO ALBANO,EOL.CV.PI.031272-0.01,EOLIELÉTRICA,TIPO II-C,EOL CAIÇARA,PIAUI,PI,NORDESTE,NE,BRA
1099,VENTOS DE SANTO ALDERICO,EOL.CV.PI.048512-8.01,EOLIELÉTRICA,TIPO II-C,SANTO ALDERICO,PIAUI,PI,NORDESTE,NE,BRA
1100,VENTOS DE SANTO ANTERO,EOL.CV.PE.035249-7.01,EOLIELÉTRICA,TIPO II-C,SANTO ANTERO,PIAUI,PI,NORDESTE,NE,BRA
1101,VENTOS DE SANTO APOLINÁRIO,EOL.CV.PI.048513-6.01,EOLIELÉTRICA,TIPO II-C,SANTO APOLINARIO,PIAUI,PI,NORDESTE,NE,BRA
1102,VENTOS DE SANTO AUGUSTO I,EOL.CV.PI.031746-2.02,EOLIELÉTRICA,TIPO II-C,V SANTO AUGUSTO I,PIAUI,PI,NORDESTE,NE,BRA
1103,VENTOS DE SANTO AUGUSTO II,EOL.CV.PI.031747-0.02,EOLIELÉTRICA,TIPO II-C,V DE STO AUGUSTO 2,PIAUI,PI,NORDESTE,NE,BRA
1104,VENTOS DE SANTO AUGUSTO III,EOL.CV.PI.031662-8.01,EOLIELÉTRICA,TIPO II-C,V DE STO AUGUSTO 3,PIAUI,PI,NORDESTE,NE,BRA
1105,VENTOS DE SANTO AUGUSTO IV,EOL.CV.PI.031603-2.01,EOLIELÉTRICA,TIPO II-C,ST AUGUSTO IV,PIAUI,PI,NORDESTE,NE,BRA
1106,VENTOS DE SANTO AUGUSTO V,EOL.CV.PI.031661-0.01,EOLIELÉTRICA,TIPO II-C,VENTOS ST AUGUSTO V,PIAUI,PI,NORDESTE,NE,BRA
1107,VENTOS DE SANTO AUGUSTO VI,EOL.CV.PI.031766-7.01,EOLIELÉTRICA,TIPO II-C,V SANTO AUGUSTO VI,PIAUI,PI,NORDESTE,NE,BRA
1108,VENTOS DE SANTO AUGUSTO VII,EOL.CV.PI.031749-7.01,EOLIELÉTRICA,TIPO II-C,V SANTO AUGUSTO VII,PIAUI,PI,NORDESTE,NE,BRA
1109,VENTOS DE SANTO AUGUSTO VIII,EOL.CV.PI.031767-5.01,EOLIELÉTRICA,TIPO II-C,V DE STO AUGUSTO 8,PIAUI,PI,NORDESTE,NE,BRA
1110,VENTOS DE SANTO ONOFRE I,EOL.CV.PI.031364-5.01,EOLIELÉTRICA,TIPO II-C,VSO I,PIAUI,PI,NORDESTE,NE,BRA
1111,VENTOS DE SANTO ONOFRE II,EOL.CV.PI.031362-9.01,EOLIELÉTRICA,TIPO II-C,VSO II,PIAUI,PI,NORDESTE,NE,BRA
1112,VENTOS DE SANTO ONOFRE III,EOL.CV.PI.031886-8.02,EOLIELÉTRICA,TIPO II-C,VSO III,PIAUI,PI,NORDESTE,NE,BRA
1113,VENTOS DE SANTO ONOFRE IV,EOL.CV.PI.032366-7.01,EOLIELÉTRICA,TIPO II-C,V SANTO ONOFRE IV,PIAUI,PI,NORDESTE,NE,BRA
1114,VENTOS DE SÃO BERNARDO,EOL.CV.PE.035250-0.01,EOLIELÉTRICA,TIPO II-C,SÃO BERNARDO,PIAUI,PI,NORDESTE,NE,BRA
1115,VENTOS DE SÃO CAIO,EOL.CV.PI.048514-4.01,EOLIELÉTRICA,TIPO II-C,VENTOS DE SÃO CAIO,PIAUI,PI,NORDESTE,NE,BRA
1116,VENTOS DE SÃO CIRÍACO,EOL.CV.PI.048515-2.01,EOLIELÉTRICA,TIPO II-C,SÃO CIRÍACO,PIAUI,PI,NORDESTE,NE,BRA
1117,VENTOS DE SÃO CIRO,EOL.CV.PI.048516-0.01,EOLIELÉTRICA,TIPO II-C,VENTOS DE SÃO CIRO,PIAUI,PI,NORDESTE,NE,BRA
1118,VENTOS DE SÃO CRISPIM,EOL.CV.PI.048704-0.01,EOLIELÉTRICA,TIPO II-C,SÃO CRISPIM I,PIAUI,PI,NORDESTE,NE,BRA
1119,VENTOS DE SÃO JOÃO PAULO II,EOL.CV.PI.048517-9.01,EOLIELÉTRICA,TIPO II-C,SANTO ALFREDO,PIAUI,PI,NORDESTE,NE,BRA
1120,VENTOS DE SÃO ROQUE 01,EOL.CV.PI.038103-9.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 01,PIAUI,PI,NORDESTE,NE,BRA
1121,VENTOS DE SÃO ROQUE 02,EOL.CV.PI.038104-7.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 02,PIAUI,PI,NORDESTE,NE,BRA
1122,VENTOS DE SÃO ROQUE 03,EOL.CV.PI.038105-5.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 03,PIAUI,PI,NORDESTE,NE,BRA
1123,VENTOS DE SÃO ROQUE 04,EOL.CV.PI.038106-3.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 01,PIAUI,PI,NORDESTE,NE,BRA
1124,VENTOS DE SÃO ROQUE 05,EOL.CV.PI.038107-1.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 05,PIAUI,PI,NORDESTE,NE,BRA
1125,VENTOS DE SÃO ROQUE 06,EOL.CV.PI.038108-0.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 06,PIAUI,PI,NORDESTE,NE,BRA
1126,VENTOS DE SÃO ROQUE 07,EOL.CV.PI.038109-8.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 07,PIAUI,PI,NORDESTE,NE,BRA
1127,VENTOS DE SÃO ROQUE 08,EOL.CV.PI.040626-0.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 08,PIAUI,PI,NORDESTE,NE,BRA
1128,VENTOS DE SÃO ROQUE 11,EOL.CV.PI.040629-5.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 11,PIAUI,PI,NORDESTE,NE,BRA
1129,VENTOS DE SÃO ROQUE 13,EOL.CV.PI.040631-7.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 13,PIAUI,PI,NORDESTE,NE,BRA
1130,VENTOS DE SÃO ROQUE 16,EOL.CV.PI.038110-1.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 16,PIAUI,PI,NORDESTE,NE,BRA
1131,VENTOS DE SÃO ROQUE 17,EOL.CV.PI.038111-0.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 17,PIAUI,PI,NORDESTE,NE,BRA
1132,VENTOS DE SÃO ROQUE 18,EOL.CV.PI.038112-8.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 18,PIAUI,PI,NORDESTE,NE,BRA
1133,VENTOS DE SÃO ROQUE 19,EOL.CV.PI.038113-6.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 19,PIAUI,PI,NORDESTE,NE,BRA
1134,VENTOS DE SÃO ROQUE 22,EOL.CV.PI.038116-0.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 22,PIAUI,PI,NORDESTE,NE,BRA
1135,VENTOS DE SÃO ROQUE 26,EOL.CV.PI.038120-9.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 26,PIAUI,PI,NORDESTE,NE,BRA
1136,VENTOS DE SÃO ROQUE 29,EOL.CV.PI.038123-3.01,EOLIELÉTRICA,TIPO II-C,SÃO ROQUE 29,PIAUI,PI,NORDESTE,NE,BRA
1137,VENTOS DE SÃO VICENTE 08,EOL.CV.PI.033144-9.01,EOLIELÉTRICA,TIPO II-C,V SÃO VINICIUS,PIAUI,PI,NORDESTE,NE,BRA
1138,VENTOS DE SÃO VICENTE 09,EOL.CV.PI.033143-0.01,EOLIELÉTRICA,TIPO II-C,V SANTO ALBERTO,PIAUI,PI,NORDESTE,NE,BRA
1139,VENTOS DE SÃO VICENTE 10,EOL.CV.PI.033136-8.01,EOLIELÉTRICA,TIPO II-C,V SANTO AGOSTINHO,PIAUI,PI,NORDESTE,NE,BRA
1140,VENTOS DE SÃO VICENTE 11,EOL.CV.PI.033141-4.01,EOLIELÉTRICA,TIPO II-C,V SANTA ALBERTINA,PIAUI,PI,NORDESTE,NE,BRA
1141,VENTOS DE SÃO VICENTE 12,EOL.CV.PI.033140-6.01,EOLIELÉTRICA,TIPO II-C,V SÃO CASIMIRO,PIAUI,PI,NORDESTE,NE,BRA
1142,VENTOS DE SÃO VICENTE 13,EOL.CV.PI.033139-2.01,EOLIELÉTRICA,TIPO II-C,V SÃO ADEODATO,PIAUI,PI,NORDESTE,NE,BRA
1143,VENTOS DE SÃO VICENTE 14,EOL.CV.PI.033138-4.01,EOLIELÉTRICA,TIPO II-C,V SANTO AFONSO,PIAUI,PI,NORDESTE,NE,BRA
1144,VENTOS DE SÃO VIRGÍLIO 01,EOL.CV.PI.032367-5.01,EOLIELÉTRICA,TIPO II-C,V SÃO VIRGÍLIO 01,PIAUI,PI,NORDESTE,NE,BRA
1145,VENTOS DE SÃO VIRGÍLIO 02,EOL.CV.PI.033667-0.01,EOLIELÉTRICA,TIPO II-C,V SÃO VIRGÍLIO 02,PIAUI,PI,NORDESTE,NE,BRA
1146,VENTOS DE SÃO VIRGÍLIO 03,EOL.CV.PI.032368-3.01,EOLIELÉTRICA,TIPO II-C,V VIRGÍLIO 03,PIAUI,PI,NORDESTE,NE,BRA
1147,VENTOS DE SÃO ZACARIAS 01,EOL.CV.PI.038126-8.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 01,PIAUI,PI,NORDESTE,NE,BRA
1148,VENTOS DE SÃO ZACARIAS 02,EOL.CV.PI.038127-6.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 02,PIAUI,PI,NORDESTE,NE,BRA
1149,VENTOS DE SÃO ZACARIAS 03,EOL.CV.PI.038128-4.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 03,PIAUI,PI,NORDESTE,NE,BRA
1150,VENTOS DE SÃO ZACARIAS 04,EOL.CV.PI.038129-2.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 04,PIAUI,PI,NORDESTE,NE,BRA
1151,VENTOS DE SÃO ZACARIAS 05,EOL.CV.PI.038130-6.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 05,PIAUI,PI,NORDESTE,NE,BRA
1152,VENTOS DE SÃO ZACARIAS 06,EOL.CV.PI.038131-4.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 06,PIAUI,PI,NORDESTE,NE,BRA
1153,VENTOS DE SÃO ZACARIAS 07,EOL.CV.PI.038132-2.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 07,PIAUI,PI,NORDESTE,NE,BRA
1154,VENTOS DE SÃO ZACARIAS 08,EOL.CV.PI.038133-0.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 08,PIAUI,PI,NORDESTE,NE,BRA
1155,VENTOS DE SÃO ZACARIAS 09,EOL.CV.PE.038134-9.01,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 09,PIAUI,PI,NORDESTE,NE,BRA
1156,VENTOS DE SÃO ZACARIAS 10,EOL.CV.PE.038135-7.02,EOLIELÉTRICA,TIPO II-C,SÃO ZACARIAS 10,PIAUI,PI,NORDESTE,NE,BRA
1157,CALDEIRÃO GRANDE I,UFV.RS.PI.031689-0.02,FOTOVOLTAICA,TIPO II-C,SOLAR DANÚBIO,PIAUI,PI,NORDESTE,NE,BRA
1158,CALDEIRÃO GRANDE II,UFV.RS.PI.031690-3.02,FOTOVOLTAICA,TIPO II-C,SOLAR CRUZEIRO,PIAUI,PI,NORDESTE,NE,BRA
1159,CALDEIRÃO GRANDE III,UFV.RS.PI.031685-7.02,FOTOVOLTAICA,TIPO II-C,SOLAR LIRA,PIAUI,PI,NORDESTE,NE,BRA
1160,CALDEIRÃO GRANDE IV,UFV.RS.PI.031691-1.02,FOTOVOLTAICA,TIPO II-C,SOLAR COQUEIRAL,PIAUI,PI,NORDESTE,NE,BRA
1161,CALDEIRÃO GRANDE V,UFV.RS.PI.031688-1.02,FOTOVOLTAICA,TIPO II-C,SOLAR FLORENZ,PIAUI,PI,NORDESTE,NE,BRA
1162,CALDEIRÃO GRANDE VI,UFV.RS.PI.031686-5.02,FOTOVOLTAICA,TIPO II-C,SOLAR NOTUS,PIAUI,PI,NORDESTE,NE,BRA
1163,CALDEIRÃO GRANDE VII,UFV.RS.PI.031687-3.02,FOTOVOLTAICA,TIPO II-C,SOLAR JAPURÁ,PIAUI,PI,NORDESTE,NE,BRA
